year,eventYears,numAchieved,numEvents,numEventsAll,eventLength,eventLengthAchieved,totalEventDays,totalEventDaysAchieved,maxEventDays,maxRollingEvents,maxRollingAchievement,missingDays,totalPossibleDays,ewrCode,scenario,gauge,pu,state,sWSDLName,multigauge,rollingMaxInterEvent,rollingMaxInterEventAchieved
1962,1.0,4.0,4.0,4.0,29.5,29.5,118.0,118.0,72.0,72.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,100,1
1963,1.0,3.0,3.0,3.0,52.0,52.0,156.0,156.0,65.0,65.0,1.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,117,1
1964,1.0,2.0,2.0,2.0,45.5,45.5,91.0,91.0,50.0,50.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,207,1
1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,572,1
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,937,0
1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1303,0
1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1668,0
1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2033,0
1970,1.0,1.0,1.0,1.0,151.0,151.0,151.0,151.0,151.0,151.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2234,0
1971,1.0,2.0,2.0,2.0,35.5,35.5,71.0,71.0,60.0,60.0,1.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,112,1
1972,1.0,1.0,1.0,1.0,19.0,19.0,19.0,19.0,19.0,19.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,379,1
1973,1.0,2.0,2.0,2.0,137.5,137.5,275.0,275.0,265.0,265.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,144,1
1974,1.0,4.0,4.0,4.0,34.5,34.5,138.0,138.0,54.0,54.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,150,1
1975,1.0,1.0,1.0,1.0,157.0,157.0,157.0,157.0,157.0,157.0,1.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,238,1
1976,1.0,3.0,3.0,3.0,55.0,55.0,165.0,165.0,105.0,105.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,135,1
1977,1.0,1.0,1.0,1.0,84.0,84.0,84.0,84.0,84.0,84.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,281,1
1978,1.0,1.0,1.0,1.0,200.0,200.0,200.0,200.0,200.0,200.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,301,1
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,511,1
1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,876,0
1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1241,0
1982,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1601,0
1983,1.0,1.0,1.0,1.0,353.0,353.0,353.0,353.0,353.0,353.0,1.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,13,1
1984,1.0,1.0,1.0,1.0,153.0,153.0,153.0,153.0,153.0,153.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,169,1
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,534,1
1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,899,0
1987,1.0,1.0,1.0,1.0,13.0,13.0,13.0,13.0,13.0,13.0,1.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1252,0
1988,1.0,3.0,3.0,4.0,29.75,39.333333333333336,119.0,118.0,62.0,62.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,195,1
1989,1.0,3.0,3.0,3.0,76.66666666666667,76.66666666666667,230.0,230.0,102.0,102.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,79,1
1990,1.0,1.0,1.0,1.0,202.0,202.0,202.0,202.0,202.0,202.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,163,1
1991,1.0,1.0,1.0,1.0,22.0,22.0,22.0,22.0,22.0,22.0,1.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,320,1
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,552,1
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,917,0
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1282,0
1995,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1643,0
1996,1.0,2.0,2.0,2.0,47.0,47.0,94.0,94.0,54.0,54.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,149,1
1997,1.0,1.0,1.0,2.0,23.5,45.0,47.0,45.0,45.0,45.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,282,1
1998,1.0,1.0,1.0,1.0,137.0,137.0,137.0,137.0,137.0,137.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,224,1
1999,1.0,1.0,1.0,1.0,63.0,63.0,63.0,63.0,63.0,63.0,1.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,294,1
2000,1.0,2.0,2.0,2.0,60.0,60.0,120.0,120.0,73.0,73.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,328,1
2001,1.0,3.0,3.0,3.0,25.0,25.0,75.0,75.0,51.0,51.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,185,1
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,550,1
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,916,0
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1281,0
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1646,0
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2011,0
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2377,0
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2742,0
2009,1.0,1.0,1.0,1.0,42.0,42.0,42.0,42.0,42.0,42.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2956,0
2010,1.0,1.0,1.0,1.0,207.0,207.0,207.0,207.0,207.0,207.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,227,1
2011,1.0,1.0,1.0,1.0,172.0,172.0,172.0,172.0,172.0,172.0,1.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,216,1
2012,1.0,3.0,3.0,3.0,18.666666666666668,18.666666666666668,56.0,56.0,24.0,24.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,121,1
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,414,1
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,779,0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1145,0
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1510,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1875,0
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2240,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2606,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2971,0
2021,1.0,1.0,1.0,1.0,202.0,202.0,202.0,202.0,202.0,202.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,3134,0
2022,1.0,1.0,1.0,1.0,279.0,279.0,279.0,279.0,279.0,279.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,86,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,366.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,452,1
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,310.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,762,0
2025,,,,,,,,,,,,,,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
1961,1.0,1.0,1.0,1.0,29.0,29.0,29.0,29.0,29.0,29.0,1.0,0.0,32.0,LF2_S,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,3,1
1962,0.0,0.0,0.0,1.0,68.0,68.0,68.0,68.0,68.0,68.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,235,1
1963,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,366.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,297,1
1964,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,275,1
1965,0.0,0.0,0.0,1.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,352,1
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,577,1
1967,1.0,1.0,1.0,1.0,83.0,83.0,83.0,83.0,83.0,83.0,1.0,0.0,366.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,639,1
1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,586,1
1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,951,0
1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1316,0
1971,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,366.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1378,0
1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,578,1
1973,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,640,1
1974,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,274,1
1975,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,366.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,274,1
1976,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,275,1
1977,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,274,1
1978,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,274,1
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,578,1
1980,0.0,0.0,0.0,1.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,716,1
1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,577,1
1982,1.0,1.0,1.0,1.0,81.0,81.0,81.0,81.0,81.0,81.0,1.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,649,1
1983,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,366.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,274,1
1984,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,275,1
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,577,1
1986,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,718,1
1987,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,366.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,375,1
1988,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,275,1
1989,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,274,1
1990,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,274,1
1991,0.0,0.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,366.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,356,1
1992,0.0,0.0,0.0,2.0,2.5,2.5,5.0,5.0,3.0,3.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,298,1
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,633,1
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,998,0
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1364,0
1996,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1426,0
1997,0.0,0.0,0.0,1.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,419,1
1998,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,274,1
1999,0.0,0.0,0.0,3.0,19.666666666666668,19.666666666666668,59.0,59.0,38.0,38.0,0.0,0.0,366.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,274,1
2000,0.0,0.0,0.0,4.0,15.0,15.0,60.0,60.0,45.0,45.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,275,1
2001,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,274,1
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,577,1
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,943,0
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1308,0
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1673,0
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2038,0
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2404,0
2008,0.0,0.0,0.0,1.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2497,0
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,577,1
2010,0.0,0.0,0.0,1.0,41.0,41.0,41.0,41.0,41.0,41.0,0.0,0.0,365.0,BF2b,hydrographs_LowerDarling_20250514,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,689,1
